cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,concrete_compressive_strength
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28,32.77
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28,36.35
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28,40.68
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28,25.1
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28,28.94
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
